source,sourceLabel,target,targetLabel,richtingBeschrijving,rolLabel,start,eind,punt
http://www.wikidata.org/entity/Q119454376,'t Daghet in den Oosten,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),medewerker,,,
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1889-11-06T00:00:00Z
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1892-05-15T00:00:00Z
http://www.wikidata.org/entity/Q119217729,Achille Croquison,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1893-10-13T00:00:00Z
http://www.wikidata.org/entity/Q113754119,Adolf De Wolf,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1886-06-01T00:00:00Z,1898-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2491266,Johan Winkler,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q120729190,Camiel-Hector Marichal,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q115820195,Joseph Axters,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1889-12-02T00:00:00Z
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q110039178,Pieter Baes,Onderlinge Correspondentie (Source → Target),briefschrijver,1879-05-01T00:00:00Z,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2361397,Frans De Cort,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q120900509,Emile Florimond Herman Van Biervliet,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q120733873,Johannes-Désiré Minnaert,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q115815004,Hendrik Mortier,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2546317,Eugeen van Oye,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1867-12-01T00:00:00Z,1885-11-27T00:00:00Z,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q13575404,Edward Van Even,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q115811334,Joseph Samyn,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2542423,Karel de Gheldere,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q1978794,Joseph Alberdingk Thijm,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2099446,Amaat Joos,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q110039361,Polydoor Dionysius Daniëls,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q62080181,Ernest Rembry,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2617184,Karel De Flou,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q329468,Jan Nolet de Brauwere van Steeland,Onderlinge Correspondentie (Source → Target),briefschrijver,1884-03-10T00:00:00Z,1884-08-20T00:00:00Z,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q1920135,Jan Bols,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q56036067,Lodewijk Willem Schuermans,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q784390,Paul Alberdingk Thijm,Onderlinge Correspondentie (Source → Target),briefschrijver,1889-02-08T00:00:00Z,1891-01-29T00:00:00Z,
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2496044,Gustave Henri Flamen,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q43140929,Adolf Pauwels,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1884-05-24T00:00:00Z
http://www.wikidata.org/entity/Q100534520,Adolf Verriest,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),vriend,,,
http://www.wikidata.org/entity/Q100534520,Adolf Verriest,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,1872-11-09T00:00:00Z,
http://www.wikidata.org/entity/Q100534520,Adolf Verriest,http://www.wikidata.org/entity/Q784390,Paul Alberdingk Thijm,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1886-09-30T00:00:00Z
http://www.wikidata.org/entity/Q136793932,Adèle Serweytens,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),bekende,,,
http://www.wikidata.org/entity/Q116687284,Agnes Mary Christophers,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1857-09-01T00:00:00Z
http://www.wikidata.org/entity/Q118772822,Albert Aimé Marie Vandewalle,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1895-01-01T00:00:00Z
http://www.wikidata.org/entity/Q586323,Albert Verwey,http://www.wikidata.org/entity/Q981444,Hugo Verriest,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q586323,Albert Verwey,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1899-01-05T00:00:00Z
http://www.wikidata.org/entity/Q2832059,Albéric Emmanuel Henri Marie Ghislain Ruzette,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,
http://www.wikidata.org/entity/Q115811921,Alexandre Berghman,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),bekende,,,
http://www.wikidata.org/entity/Q115811921,Alexandre Berghman,http://www.wikidata.org/entity/Q62080181,Ernest Rembry,Onderlinge Correspondentie (Source → Target),bekende,,,
http://www.wikidata.org/entity/Q56036018,Alexandre Bonvarlet,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1885-12-02T00:00:00Z,1891-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q118142378,Alfons Bouckaert,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1895-11-15T00:00:00Z,1896-01-28T00:00:00Z,
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1896-01-24T00:00:00Z
http://www.wikidata.org/entity/Q2100582,Alfons De Cock,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1895-04-24T00:00:00Z,1897-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q2638823,Alfons Janssens,http://www.wikidata.org/entity/Q113466955,Cordelia Van de Wiele,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1888-03-01T00:00:00Z
http://www.wikidata.org/entity/Q2638823,Alfons Janssens,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1885-09-01T00:00:00Z,1892-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1888-12-21T00:00:00Z
http://www.wikidata.org/entity/Q2539969,Alfons Siffer,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,
http://www.wikidata.org/entity/Q119621396,Alfons Steinmetz,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),vriend,,,
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q4722117,Adolf Lootens,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1876-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1878-11-09T00:00:00Z,1898-03-27T00:00:00Z,
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q110039178,Pieter Baes,Onderlinge Correspondentie (Source → Target),briefschrijver,1886-10-10T00:00:00Z,,
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q136759863,Carolus Philippus Joannes Marie Josephus de Patin de Langemarck,Onderlinge Correspondentie (Source → Target),bekende,,,
http://www.wikidata.org/entity/Q26845752,Alfred Guichon de Grandpont,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1896-02-02T00:00:00Z
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1850-12-15T00:00:00Z,1890-06-09T00:00:00Z,
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q2683882,Charles August Verschelde,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q2524668,Adolf Duclos,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q2134167,Louis Gilliodts,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q2360914,Edward Gailliard,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1889-03-01T00:00:00Z
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q764378,August Vermeylen,Onderlinge Correspondentie (Source → Target),briefschrijver,1927-11-23T00:00:00Z,1929-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1898-12-23T00:00:00Z,1899-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q2546317,Eugeen van Oye,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1922-07-29T00:00:00Z
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q981444,Hugo Verriest,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1911-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q2677198,Jules Lagae,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q113627806,Hendrik Karel Van Doorne,Onderlinge Correspondentie (Source → Target),briefschrijver,1912-01-19T00:00:00Z,1912-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q115806479,Jules Joye,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1930-06-01T00:00:00Z
http://www.wikidata.org/entity/Q2450554,Alphonse De Leyn,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1890-07-17T00:00:00Z,1895-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q2099446,Amaat Joos,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1897-05-27T00:00:00Z,1897-08-26T00:00:00Z,
http://www.wikidata.org/entity/Q3421496,Amaat Vyncke,http://www.wikidata.org/entity/Q981444,Hugo Verriest,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q3421496,Amaat Vyncke,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1880-05-14T00:00:00Z,1883-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q970036,Amand Neut,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1892-08-12T00:00:00Z
http://www.wikidata.org/entity/Q2481707,Amand de Vos,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1886-12-03T00:00:00Z,1889-12-23T00:00:00Z,
http://www.wikidata.org/entity/Q124619468,Amelia Vander Stichele,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,
http://www.wikidata.org/entity/Q1280942,Amédée Visart de Bocarmé,http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1886-11-11T00:00:00Z
http://www.wikidata.org/entity/Q1280942,Amédée Visart de Bocarmé,http://www.wikidata.org/entity/Q2360914,Edward Gailliard,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1886-11-11T00:00:00Z
http://www.wikidata.org/entity/Q1280942,Amédée Visart de Bocarmé,http://www.wikidata.org/entity/Q57197744,Eugeen-Karel Van Steenkiste,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1886-11-11T00:00:00Z
http://www.wikidata.org/entity/Q1280942,Amédée Visart de Bocarmé,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1886-10-15T00:00:00Z,1899-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q119039774,Andries J. Winkler,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1898-10-10T00:00:00Z
http://www.wikidata.org/entity/Q13429634,Angelus August Eugeen Angillis,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),klasgenoot,,,
http://www.wikidata.org/entity/Q129255433,Ann Mary Eyre,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),bekende,,,
http://www.wikidata.org/entity/Q116656531,Anna Demets,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,
http://www.wikidata.org/entity/Q116508558,Anne Hill,http://www.wikidata.org/entity/Q118725738,Georges William Gadd,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q116508558,Anne Hill,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1857-06-15T00:00:00Z,1863-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1856-01-10T00:00:00Z,1874-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,http://www.wikidata.org/entity/Q2619202,Leopold Slosse,Onderlinge Correspondentie (Source → Target),briefschrijver,,,
http://www.wikidata.org/entity/Q2360599,Antoon Jozef Witteryck,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1885-12-24T00:00:00Z
http://www.wikidata.org/entity/Q115979140,Arsenius Dehulster,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1883-01-16T00:00:00Z,1886-09-23T00:00:00Z,
http://www.wikidata.org/entity/Q3450211,Arthur De Schrevel,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1891-02-05T00:00:00Z,1896-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q115818861,Arthur Lewylle,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1884-12-10T00:00:00Z,1885-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2215154,August Cuppens,http://www.wikidata.org/entity/Q981444,Hugo Verriest,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q2215154,August Cuppens,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1883-01-01T00:00:00Z,1886-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115818168,August Hoflack,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1891-03-04T00:00:00Z,1897-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q115839088,August Laporta,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1884-10-22T00:00:00Z,1886-12-01T00:00:00Z,
http://www.wikidata.org/entity/Q764378,August Vermeylen,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1896-03-30T00:00:00Z,1897-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q125535110,August William McDonogh,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2059291,Auguste Reyns,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1896-07-17T00:00:00Z
http://www.wikidata.org/entity/Q120999304,Augustijn Van Heuverswyn,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1889-11-09T00:00:00Z
http://www.wikidata.org/entity/Q115844105,Augustin Van Becelaere,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1897-06-04T00:00:00Z,1899-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q115979130,Augustinus De Geetere,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1880-05-04T00:00:00Z
http://www.wikidata.org/entity/Q115824358,Benedictus Cuppens,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),,,,1889-05-16T00:00:00Z
http://www.wikidata.org/entity/Q115829623,Bruno De Splenter,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1862-01-01T00:00:00Z
http://www.wikidata.org/entity/Q115829623,Bruno De Splenter,http://www.wikidata.org/entity/Q125544971,Vitalis Jerome Joannes Trogh,Onderlinge Correspondentie (Source → Target),,,,1861-07-23T00:00:00Z
http://www.wikidata.org/entity/Q115836783,Bruno Joseph Jean Vandale,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1859-05-18T00:00:00Z
http://www.wikidata.org/entity/Q115839360,Bruno Van Hove,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,
http://www.wikidata.org/entity/Q115839360,Bruno Van Hove,http://www.wikidata.org/entity/Q970036,Amand Neut,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1857-03-28T00:00:00Z
http://www.wikidata.org/entity/Q115308515,Bruno Vander Stichele,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1883-09-02T00:00:00Z,1888-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2154331,Caesar Gezelle,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1891-12-01T00:00:00Z,1897-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q2154331,Caesar Gezelle,http://www.wikidata.org/entity/Q2546317,Eugeen van Oye,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1925-11-26T00:00:00Z
http://www.wikidata.org/entity/Q115840234,Camiel Roelandts,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1863-04-09T00:00:00Z,1883-01-23T00:00:00Z,
http://www.wikidata.org/entity/Q117409336,Camille Lateur,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1894-01-01T00:00:00Z
http://www.wikidata.org/entity/Q117263671,Caroline Janssens,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),bekende,,,
http://www.wikidata.org/entity/Q136759863,Carolus Philippus Joannes Marie Josephus de Patin de Langemarck,http://www.wikidata.org/entity/Q2779054,Leonard Lodewijk De Bo,Onderlinge Correspondentie (Source → Target),bekende,,,
http://www.wikidata.org/entity/Q136759863,Carolus Philippus Joannes Marie Josephus de Patin de Langemarck,http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,Onderlinge Correspondentie (Source → Target),bekende,,,
http://www.wikidata.org/entity/Q116621487,Catharine Macdaniel,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1862-01-07T00:00:00Z
http://www.wikidata.org/entity/Q116620739,Catherine de Kyvere,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1865-08-27T00:00:00Z,1865-09-23T00:00:00Z,
http://www.wikidata.org/entity/Q118189670,Cecilia Sarah De Lisle,http://www.wikidata.org/entity/Q119224999,Laura Perkins,Onderlinge Correspondentie (Source → Target),briefschrijver,,,1868-04-07T00:00:00Z
http://www.wikidata.org/entity/Q2683882,Charles August Verschelde,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),,,,1880-07-03T00:00:00Z
http://www.wikidata.org/entity/Q1877721,Charles Carton,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1857-03-19T00:00:00Z,1858-07-07T00:00:00Z,
http://www.wikidata.org/entity/Q132321532,Charles De Zitter,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),buur,,,
http://www.wikidata.org/entity/Q2715338,Charles Delcour,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,
http://www.wikidata.org/entity/Q136805616,Charles François Joseph Soudan,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),bekende,,,
http://www.wikidata.org/entity/Q125472556,Charles Grant Edmonstone,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,1857-05-10T00:00:00Z,1859-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q122974430,Charles Joseph Pagliano,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1857-09-01T00:00:00Z
http://www.wikidata.org/entity/Q3538623,Charles van Caloen,http://www.wikidata.org/entity/Q354052,Jean-Baptiste Bethune,Onderlinge Correspondentie (Source → Target),vriend,,,
http://www.wikidata.org/entity/Q3538623,Charles van Caloen,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1870-10-27T00:00:00Z
http://www.wikidata.org/entity/Q1149378,"Charlotte Fitzalan-Howard, Duchess of Norfolk",http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1863-09-26T00:00:00Z
http://www.wikidata.org/entity/Q122974373,Clara Andrews,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1864-06-15T00:00:00Z
http://www.wikidata.org/entity/Q116510419,Colette Virginie Parvost,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),briefschrijver,,,1892-01-25T00:00:00Z
http://www.wikidata.org/entity/Q123425604,Comité des Dames Zélatrices de l'oeuvre des Missions du Pôle Nord,http://www.wikidata.org/entity/Q336977,Guido Gezelle,Relevant Persoon (Zender) → Guido (Ontvanger),geestelijk leidsman,,,
http://www.wikidata.org/entity/Q123425604,Comité des Dames Zélatrices de l'oeuvre des Missions du Pôle Nord,http://www.wikidata.org/entity/Q116508674,Savina L.J. van Caloen-de Gourcy,Onderlinge Correspondentie (Source → Target),voorzitter,,,
